Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
7294,"20.7683167, 72.9742773","3-Shantiniketan Society, Goharbaug, Bilimora",New Atrik Hospital,0,0,0,"3-Shantiniketan Society, Goharbaug, Bilimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7295,"20.7681342, 72.9710264","Gubba Estate Complex, Beside S.T Depot Bilimora (East)",Sarang Hospital,0,0,0,"Gubba Estate Complex, Beside S.T Depot Bilimora (East)",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7296,"20.7670113, 72.9767489","Navjivan Colony, Morarji Desai Marg, Gouharbag, Bilimora",Snehal Hospital,0,0,0,"Navjivan Colony, Morarji Desai Marg, Gouharbag, Bilimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7297,"20.7697167, 72.9702935","Feeder Road, TalodhBilimora",Vidya Nursing Home,0,0,0,"Feeder Road , Talodh ,Bilimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7298,"20.766985, 72.9717788","Mahadev Nagar, Bilmora",Vivek Nursing Home,0,0,0,"Mahadev Nagar, Bilmora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7299,nan,Chikkali,Chc - Chikkali,0,0,0,Chikkali,Gujarat,Navsari,0,396325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7300,nan,"9, 1St Floor, D.N. Shopping Centre, Valsad",Amardeep Eye Hospital,0,0,0,"9, 1St Floor, D.N. Shopping Centre, Valsad",Gujarat,Navsari,0,396403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7301,"20.6813614, 73.1740261",Chikkali,Chc - Rumla,0,0,0,Chikkali,Gujarat,Navsari,0,396409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7302,nan,Gandevi,Chc - Gandevi,0,0,0,Gandevi,Gujarat,Navsari,0,396430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7303,nan,"National Highway 8, West Navsari",S K U M L Gandevi Sarvajanik Hospital,0,0,0,"National Highway 8, West Navsari",Gujarat,Navsari,0,396430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7304,nan,"Nh-8, Kharel, Taluka-Gandevi, Dist-Navsari","Sahkari Khand Udyog Mandal Ltd, (Gandevi) Sarvajanik Hospital, Kharel",0,0,0,"Nh-8, Kharel, Taluka-Gandevi, Dist-Navsari",Gujarat,Navsari,0,396430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7305,nan,Navsari,Chc - Khadsupa,0,0,0,Navsari,Gujarat,Navsari,0,396433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7306,nan,Jalalpur,Chc - Maroli,0,0,0,Jalalpur,Gujarat,Navsari,0,396436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7307,"21.1537876, 72.7783573","1St Floor, Jinendra Complex, Opposite Mental Hospital, Maroli",Maitraiya Multi Speciality Hospital,0,0,0,"1St Floor, Jinendra Complex, Opposite Mental Hospital, Maroli",Gujarat,Navsari,0,396436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7308,"20.9423713, 72.9373875",Near Parsi Hospital Lunsikui,Aashirwad Eye Hospital and Laser Center,0,0,0,Near Parsi Hospital Lunsikui,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7309,"20.7918241, 73.064539",Chikhli Cross Road,Aliepol Hospital,0,0,0,Chikhli Cross Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7310,nan,Devdarshan Complex Secound Floor Opposite Civil Hospital Station Road,Amibhav Children Hospital,0,0,0,Devdarshan Complex Secound Floor Opposite Civil Hospital Station Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7311,"20.9511675, 72.9204521",Station Road,Anand Hosptal,0,0,0,Station Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7312,"20.948769, 72.916076",Station Road,Aradhana Hospital,0,0,0,Station Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7313,"20.9501467, 72.9231141","Kailash Tower, 3Rd Floor, Opposite Madressa School, Sayaji Road",Avdhoot Eye Hospital,0,0,0,"Kailash Tower, 3Rd Floor, Opposite Madressa School, Sayaji Road",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7314,"20.9519452, 72.9356267","Panch Hatdi, Junathana",Bodalia Hospital,0,0,0,"Panch Hatdi, Junathana",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7315,nan,0,Civil - Navsari,0,0,0,,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7316,"20.9430815, 72.9369718",J. N. Tata Road Lunsikui Lunsikui,D N Mehta Sarvajanik Hospital,0,0,0,J. N. Tata Road Lunsikui Lunsikui,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7317,"20.9504774, 72.9227909","Opposite Mahendra Bros., Ashanagar Main Road",Dhruvini Nursing Home and Iccu,0,0,0,"Opposite Mahendra Bros., Ashanagar Main Road",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7318,"20.950431, 72.9133335",In Front Of Railway Station,Dr. Rana Nursing Home,0,0,0,In Front Of Railway Station,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7319,"20.9500422, 72.9226146",Opposite Dhara Apt. Asha Nagar,Hari Om Eye Hospital,0,0,0,Opposite Dhara Apt. Asha Nagar,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7320,nan,Gandevi Char Rasta,Jay Kishan Hospital,0,0,0,Gandevi Char Rasta,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7321,nan,"Opposite Fire Station, Dudhia Talao",K D N Gohil Hospital,0,0,0,"Opposite Fire Station, Dudhia Talao",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,232486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7322,"21.2204023, 72.8749605","Oop-Swaminarayan Temple, Kabilpure",Kejal Sarvajanik Hospital,0,0,0,"Oop-Swaminarayan Temple, Kabilpure",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7323,"20.9518, 72.92068","Premji Complex,Opposite Icici Bank,Sandhhkuva",Madhuban Orthopaedic Hospital,0,0,0,"Premji Complex, ,Opposite Icici Bank,Sandhhkuva",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7324,nan,"4Th Floor, Surya Apartment, Station Road",Narayan Medical Nursing Home,0,0,0,"4Th Floor, Surya Apartment, Station Road",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7325,nan,"Aditya Complex, Near Fuvara Telephone Exchange",Netra Jyot Hospital,0,0,0,"Aditya Complex, Near Fuvara Telephone Exchange",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7326,"20.9539153, 72.9242688","Aditya Complex, Opposite Garda College, Near Fuwara Telephone Exchange",Niyati Orthopaedic Hospital,0,0,0,"Aditya Complex, Opposite Garda College, Near Fuwara Telephone Exchange",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7327,nan,"Thakor Wadi Street, Beside H.P Petrol Pump, Station Road",Orange Hospital And Bankers Heart Institute,0,0,0,"Thakor Wadi Street, Beside H.P Petrol Pump, Station Road",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7328,"20.9500516, 72.9243547",Ashapuri Road,Parmar Ortho. Hospital,0,0,0,Ashapuri Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7329,"20.9539729, 72.9230243",Rustomwadi Road,Ramaben Hospital,0,0,0,Rustomwadi Road,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7330,"20.9484954, 72.9285436","Smt. Lilavatiben Mohanlal Shah Eye Hospital, Dudhia Talao",Rotary Eye Institute,0,0,0,"Smt. Lilavatiben Mohanlal Shah Eye Hospital, Dudhia Talao",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7331,nan,"Behind Ashapuri Mandir, Sardar Chowk, Vijalpore",Shrimati Gulabben Chhoubhai Patel General Hospital - Navsari,0,0,0,"Behind Ashapuri Mandir , Sardar Chowk, Vijalpore",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7332,"20.9496908, 72.9192303","M G G Civil Hospital, Station Rd",Smt Lilaben Chimanlal Parikh Cancer Centre,0,0,0,"M G G Civil Hospital, Station Rd",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7333,"20.9529184, 72.9219058","Daboo Circle, Station Road",The R. F. Daboo Parsi General Hospital,0,0,0,"Daboo Circle, Station Road",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7334,"20.9614108, 72.9295152",Dhabel Simlak,Yashfeen Hospital,0,0,0,Dhabel Simlak,Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7335,"20.9489707, 72.9149213","Near Railway Station,Near Arunodoy Hotel",Yesha Super Speciality Hospital,0,0,0,"Near Railway Station,Near Arunodoy Hotel",Gujarat,Navsari,0,396445,0,0,0,0,0,0,0,0,246417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7336,"20.8934403, 72.9180766",Jalalpur,Chc - Mandir,0,0,0,Jalalpur,Gujarat,Navsari,0,396472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7337,"21.0279754, 72.9694694","Vesma, Taluka-Jalalpore",Amrutlal Desai Hospital,0,0,0,"Vesma, Taluka-Jalalpore",Gujarat,Navsari,0,396475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7338,"20.7566882, 73.3635624",Archit Surgical Hospital Vansda,Archit Surgical Hospital,0,0,0,Archit Surgical Hospital Vansda,Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7339,nan,Vasada,Chc - Vasada,0,0,0,Vasada,Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7340,nan,"Opp, Jalaram Temple Khambhala Zapna Vansada",Krishna Hospital and Maternity Home,0,0,0,"Opp, Jalaram Temple Khambhala Zapna Vansada",Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7341,"20.7742842, 73.3608453","Vaghai Road,Hanumanbari",Sooraj Hospital,0,0,0,"Vaghai Road,Hanumanbari",Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7342,nan,"Vaghai Road, Hanumanbari",Suraj Hospital,0,0,0,"Vaghai Road, Hanumanbari",Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7343,nan,"Hanumanbari, Vansda",Udit Hospital and I.C.U.,0,0,0,"Hanumanbari, Vansda",Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7344,nan,Near Hanuman Bari Petrol Pump,Udit Hospital And Icu,0,0,0,Near Hanuman Bari Petrol Pump,Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7345,"20.594419, 72.9220265",Valsad,Valsad Civil Hospital,0,0,0,Valsad,Gujarat,Navsari,0,396580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7346,nan,"Referral Hospital/Samuhik Aarogya Kendra, Gothada (Timba Road)",Chc Gothada(Timba Road),0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Gothada (Timba Road)",Gujarat,Panchmahal,0,388710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7347,nan,"B/H. Bus Stand, Lal Baug Temple Road",Akashdeep Orthopaedic Hospital,0,0,0,"B/H. Bus Stand, Lal Baug Temple Road",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7348,"22.7736923, 73.6134055","Jain Derasar Road, Nr. Voharwad Tower, Godhra",Alwani Surgical Hospital,0,0,0,"Jain Derasar Road, Nr. Voharwad Tower, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7349,nan,"Prabha Road, Godhara",Ami Meternity Home,0,0,0,"Prabha Road, Godhara",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7350,nan,"Nr. Lal Baug Bus Station, Over Bridge Road, Godhra",Bhagyoday Surgical Hospital,0,0,0,"Nr. Lal Baug Bus Station, Over Bridge Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7351,nan,"Near Church, Panjarapole, Opposite Bank Of Baroda, Godhra",Bhavsar Surgical Hospital,0,0,0,"Near Church, Panjarapole, Opposite Bank Of Baroda, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7352,nan,"1St Floor, Gurukrupa Comlex, Nr.H.D.F.C. Bank, L.I.C Road, Godhra",Burhani Maternity Home,0,0,0,"1St Floor, Gurukrupa Comlex, Nr.H.D.F.C. Bank, L.I.C Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7353,"22.7741622, 73.6213978",L I C Road Godhra Godhra,Chirag Eye Hospital,0,0,0,L I C Road Godhra Godhra,Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7354,nan,"Kalal Darwaja, Near Water Tank, Godhra",Diwya Surgical Hospital,0,0,0,"Kalal Darwaja, Near Water Tank, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7355,nan,"Nr. Vishwakarma Chowk, Savalivad, Godhra",Dr. Millwala Children Hospital,0,0,0,"Nr. Vishwakarma Chowk, Savalivad, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7356,"22.7752566, 73.6218846","First Floor,Nikki Complex,Prabha Road,Godhra",Fakhri Hospital and Heart Care Centre,0,0,0,"First Floor,Nikki Complex,Prabha Road,Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7357,nan,"Bhurava Char Rasta, Godhara",Gopi Prashutigruh and Nurshing Home,0,0,0,"Bhurava Char Rasta, Godhara",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7358,"22.775468, 73.6213414","Opposite Ravi Corporation, B/H Bus Stand, Godhra, Dist : Pms",Gunjan Children Hospital,0,0,0,"Opposite Ravi Corporation, B/H Bus Stand, Godhra, Dist : Pms",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7359,"22.7742476, 73.6207125","L.I.C. Road, Godhra",Juva Orthopaedic Hospital,0,0,0,"L.I.C. Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7360,"22.7741783, 73.6209203","Chitra Cinema Road, Godhra",Kalpataru Surgical Hospital,0,0,0,"Chitra Cinema Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7361,nan,"1St Floor, Nikki Complex, Prabha Road, Godhra",Kalrav Children Hospital,0,0,0,"1St Floor, Nikki Complex, Prabha Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7362,"22.77391, 73.6196221","Opposite Vishwakarma Mandir, Civil Lines, Godhra",Kamodia Surgical Hospital And Dental Clinic,0,0,0,"Opposite Vishwakarma Mandir, Civil Lines, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7363,"22.7733671, 73.6209874","Lic Road, B/H. Lokhandwala, Godhra, Vadodara",Lara Mother Health Care Centre,0,0,0,"Lic Road, B/H. Lokhandwala, Godhra , Vadodara",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7364,nan,"Above The Janseva Co-Op Credit Ltd, Nava Bazar",Life Line Polyclinic And Hospital - Godhra,0,0,0,"Above The Janseva Co-Op Credit Ltd, Nava Bazar",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,253186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7365,"22.7740312, 73.6142899","Nava Bazar, M G Road, Godhra",Masoom Children Hospital,0,0,0,"Nava Bazar, M G Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7366,nan,"Nr. Water Tank, Chitra Cinema Road, Godhra",Medical Nursing Home and Heart Care Centre,0,0,0,"Nr. Water Tank, Chitra Cinema Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7367,nan,"Panjrapole, Godhra",Mental Health and Deaddiction Clinic,0,0,0,"Panjrapole, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7368,"22.7733993, 73.6147908","1St Floor, Kadiawad Chowk, Godhra",Mithiborwala Hospital and Heart Care Centre,0,0,0,"1St Floor, Kadiawad Chowk, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7369,nan,"Opp :Lokhndwala Complex, Chitra Road",Navjivan Maternity and Nurshing Home,0,0,0,"Opp :Lokhndwala Complex, Chitra Road",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7370,nan,"Nr Jain Derasar, Dahod Road, Godhra",Nulife Hospital And Critical Care Centre,0,0,0,"Nr Jain Derasar, Dahod Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7371,"22.778079, 73.6236422",Ankleshwar Mahadev Rd. Nr. Bus Stnd Nr. Bus Stnd,Panchal Hospital,0,0,0,Ankleshwar Mahadev Rd. Nr. Bus Stnd Nr. Bus Stnd,Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7372,"22.7736225, 73.6259025","Opposite B V Gandhi Petrol Pump, Godhra",Prarthna Nagar Maternity Home,0,0,0,"Opposite B V Gandhi Petrol Pump, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7373,nan,""" Deep Jyot"" Opposite Bank Of Baroda, Nr. Church, Godhra",Roshni Eye Care Centre,0,0,0,""" Deep Jyot"" Opposite Bank Of Baroda, Nr. Church, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7374,"22.7728169, 73.6359984","Vavdi Bujarg, Dahod Road, Godhra",S. P. P. T. Mirani Eye Hospital,0,0,0,"Vavdi Bujarg, Dahod Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7375,"22.7735254, 73.6264873","Opposite B.V. Gandhi Petrol Pump, Prabha Road, Godhra",Sagar Hospital,0,0,0,"Opposite B.V. Gandhi Petrol Pump, Prabha Road, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
7376,"22.7748893, 73.620404","Kalal Darwaja, Godhra",Sanjivani Children Hospital,0,0,0,"Kalal Darwaja, Godhra",Gujarat,Panchmahal,0,389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,484
